"Video ID",Title,Length,Published
MOJGYhSjMwI,"HIGHLIGHTS | Vannes 0 - 4 PSG | A hat trick for Kylian Mbappé","1m 33s","2022-01-04T01:29:28Z"
K2DNQCKMCC8,"HIGHLIGHTS | Lorient 1 - 1 PSG","1m 31s","2021-12-22T23:01:11Z"
VXVF_ylNgJo,"HIGHLIGHTS | Feignies-Aulnoye 0 - 3 PSG | Coupe de France Round of 64","1m 39s","2021-12-19T23:48:41Z"
c3TV_tSgt4E,"HIGHLIGHTS | PSG 2 - 0 Monaco","1m 39s","2021-12-12T23:00:16Z"
z04QQcBZaRo,"HIGHLIGHTS | PSG 4 - 1 Club Bruges | A brace for Kylian Mbappé & Leo Messi ⚽️","1m 41s","2021-12-09T23:01:34Z"
aUOqXJ55pzQ,"HIGHLIGHTS | PSG 0 - 0 Nice","1m 33s","2021-12-01T23:02:32Z"
hPVsq4xARpU,"HIGHLIGHTS | Saint-Étienne 1 - 3 PSG | Marquinhos & Di Maria ⚽️","1m 49s","2021-11-28T23:00:15Z"
JfHG6MQguMw,"HIGHLIGHTS | Bordeaux 2-3 PSG","1m 37s","2021-11-07T23:00:13Z"
1gjf7n5uQ8o,"HIGHLIGHTS | LEIPZIG 2-2 PSG","1m 48s","2021-11-04T23:15:00Z"
Bc8fBfzTYQM,"HIGHLIGHTS | Marseille 0-0 PSG","1m 36s","2021-10-24T22:00:09Z"
UHpBP7rhG10,"HIGHLIGHTS | PSG 3-2 Leipzig - Mbappé ⚽️ Messi ⚽️⚽️","1m 34s","2021-10-21T22:15:01Z"
Ny3_Qh1bOwc,"HIGHLIGHTS | PSG 2-1 ANGERS","1m 43s","2021-10-17T22:00:13Z"
qkuKI8t4cMg,"HIGHLIGHTS | RENNES 2-0 PSG","1m 34s","2021-10-03T22:15:01Z"
d_aFGPxiOL0,"HIGHLIGHTS | Paris Saint-Germain 2-0 Manchester City ⚽️ Gueye & Messi","1m 34s","2021-09-30T22:00:14Z"
Bg9zAP_KHi0,"HIGHLIGHTS | PSG 2-0 MHSC","1m 34s","2021-09-26T22:00:09Z"
E__Agb3jBbE,"HIGHLIGHTS | METZ 1-2 PSG","1m 34s","2021-09-22T22:42:08Z"
VYIgB8VmXf8,"HIGHLIGHTS | PSG 2-1 OL","1m 37s","2021-09-19T22:01:49Z"
U_VulJd8iz4,"HIGHLIGHTS | PSG 4-0 CLERMONT","1m 41s","2021-09-12T22:01:31Z"
INXnpAK4Pyg,"HIGHLIGHTS | REIMS 0-2 PSG","1m 35s","2021-08-29T22:02:11Z"
Yuw8V5wrFYQ,"HIGHLIGHTS | BREST 2 - 4 PSG","1m 48s","2021-08-22T22:00:16Z"
Q0OSHhFAvKA,"HIGHLIGHTS | PSG 4-2 STRASBOURG","1m 39s","2021-08-16T21:15:01Z"
mvNn2VNgYGk,"HIGHLIGHTS | TROYES 1 - 2 PSG","1m 36s","2021-08-08T22:00:13Z"
zI2IiMcmBzE,"HIGHLIGHTS 10' | PSG 2 - 2 SEVILLA FC","10m 2s","2021-07-27T21:49:22Z"
pX47j2SONfk,"#PSGUSO : Les temps forts de la rencontre face à Orléans ! 🎥⚽️","1m 32s","2021-07-25T08:31:38Z"
7AcTPr4Ir4c,"Paris Saint-Germain 🆚 Sochaux (1-0) | HIGHLIGHTS","10m 2s","2020-08-05T21:12:23Z"
aYb87yGmb5U,"🎥⚽️ Paris Saint-Germain 🆚 Celtic FC ! Le résumé en 🔟 minutes",10m,"2020-07-21T22:41:12Z"
MVRuhjBAY6Y,"🎥⚽️ Paris Saint-Germain 🆚 Waasland-Beveren ! Le résumé en 🔟 minutes","10m 19s","2020-07-17T22:06:03Z"
